enst_id	ensp_id	uniprot_protein_length	Final_mapping_uniprot_id	Gene_Symbol
ENST00000303052	ENSP00000305777	422	Q9HCP0	CSNK1G1
ENST00000303059	ENSP00000305403	340	Q8NGG3	OR5T3
ENST00000303071	ENSP00000307143	566	Q9NYP3	DONSON
ENST00000303077	ENSP00000304502	291	Q9NPC8	SIX2
ENST00000303088	ENSP00000305071	260	O14593	RFXANK
ENST00000303115	ENSP00000306157	459	P16871	IL7R
ENST00000303127	ENSP00000303366	356	Q12907	LMAN2
ENST00000303142	ENSP00000305875	205	Q8IYI0	SHLD1
ENST00000303143	ENSP00000305913	703	P25067	COL8A2
ENST00000303145	ENSP00000302537	714	Q8TC05	MDM1
ENST00000303151	ENSP00000304353	140	O75817	POP7
ENST00000303177	ENSP00000307722	171	Q9Y328	NSG2
ENST00000303202	ENSP00000304926	84	Q8WWR9	PPDPFL
ENST00000303204	ENSP00000302114	219	Q9Y255	PRELID1
ENST00000303210	ENSP00000305260	340	P62879	GNB2
ENST00000303212	ENSP00000302648	197	Q99748	NRTN
ENST00000303221	ENSP00000302289	327	Q6PCB8	EMB
ENST00000303227	ENSP00000302552	160	A6NK44	GLOD5
ENST00000303230	ENSP00000307342	890	O60741	HCN1
ENST00000303236	ENSP00000307235	1116	Q9NZJ5	EIF2AK3
ENST00000303251	ENSP00000304376	203	Q969Q5	RAB24
ENST00000303254	ENSP00000307142	180	Q96LM6	TEX37
ENST00000303296	ENSP00000304226	1215	Q9H422	HIPK3
ENST00000303305	ENSP00000302886	394	Q9UQ80	PA2G4
ENST00000303319	ENSP00000301920	296	Q9H3L0	MMADHC
ENST00000303324	ENSP00000304419	357	Q9GZK3	OR2B2
ENST00000303329	ENSP00000307479	717	Q9HBZ2	ARNT2
ENST00000303334	ENSP00000304782	571	Q6UWW8	CES3
ENST00000303354	ENSP00000304748	1988	Q15858	SCN9A
ENST00000303372	ENSP00000304941	697	Q96GX1	TCTN2
ENST00000303375	ENSP00000307513	1479	Q9UBG0	MRC2
ENST00000303383	ENSP00000306473	672	Q8NEM2	SHCBP1
ENST00000303391	ENSP00000301948	486	P51608	MECP2
ENST00000303395	ENSP00000303540	2009	P35498	SCN1A
ENST00000303400	ENSP00000302830	396	Q7L5Y9	MAEA
ENST00000303406	ENSP00000305973	264	P09017	HOXC4
ENST00000303407	ENSP00000305918	726	Q15059	BRD3
ENST00000303415	ENSP00000305529	387	Q9P1W8	SIRPG
ENST00000303434	ENSP00000305664	376	Q9H4I3	TRABD
ENST00000303436	ENSP00000306010	180	P18085	ARF4
ENST00000303450	ENSP00000302836	260	P31274	HOXC9
ENST00000303460	ENSP00000307321	342	Q9NYD6	HOXC10
ENST00000303469	ENSP00000307077	372	O95568	METTL18
ENST00000303532	ENSP00000302437	313	Q8NGC4	OR10G3
ENST00000303538	ENSP00000303427	1337	Q29RF7	PDS5A
ENST00000303545	ENSP00000304051	664	Q8WU17	RNF139
ENST00000303562	ENSP00000306245	380	P01100	FOS
ENST00000303575	ENSP00000303145	219	P49755	TMED10
ENST00000303577	ENSP00000305556	356	Q15365	PCBP1
ENST00000303592	ENSP00000306497	445	P48050	KCNJ4
ENST00000303596	ENSP00000304689	314	Q96EK4	THAP11
ENST00000303635	ENSP00000306522	1673	Q9Y6Y1	CAMTA1
ENST00000303645	ENSP00000306697	172	Q8TCY5	MRAP
ENST00000303657	ENSP00000306335	723	P48378	RFX2
ENST00000303694	ENSP00000305725	352	Q9NPF2	CHST11
ENST00000303714	ENSP00000301945	564	Q9H6X2	ANTXR1
ENST00000303721	ENSP00000305922	551	Q96C11	FGGY
ENST00000303728	ENSP00000302319	147	O14603	PRY
ENST00000303731	ENSP00000302783	145	Q9Y5R8	TRAPPC1
ENST00000303746	ENSP00000304422	462	Q8NCW0	KREMEN2
ENST00000303749	ENSP00000307607	309	Q8N3Y7	SDR16C5
ENST00000303766	ENSP00000307155	496	Q15415	RBMY1F
ENST00000303775	ENSP00000303584	214	Q9Y5N5	N6AMT1
ENST00000303786	ENSP00000303775	393	Q8TCW9	PROKR1
ENST00000303790	ENSP00000302719	404	O43448	KCNAB3
ENST00000303795	ENSP00000307004	511	Q8IW19	APLF
ENST00000303804	ENSP00000303300	147	O14603	PRY
ENST00000303809	ENSP00000302770	475	Q8WUU4	ZNF296
ENST00000303846	ENSP00000302812	431	Q8TDD2	SP7
ENST00000303887	ENSP00000307288	719	P33993	MCM7
ENST00000303892	ENSP00000302194	118	O95670	ATP6V1G2
ENST00000303904	ENSP00000304102	327	Q7L5N1	COPS6
ENST00000303910	ENSP00000303373	130	P04908	HIST1H2AB
ENST00000303915	ENSP00000306372	446	P17036	ZNF3
ENST00000303921	ENSP00000306449	613	O15354	GPR37
ENST00000303924	ENSP00000306991	552	Q92819	HAS2
ENST00000303927	ENSP00000307292	261	Q969G5	CAVIN3
ENST00000303941	ENSP00000306678	765	Q8NFD2	ANKK1
ENST00000303961	ENSP00000307080	407	Q96KS0	EGLN2
ENST00000303965	ENSP00000302895	1704	Q8WZ64	ARAP2
ENST00000303991	ENSP00000305839	1008	Q7Z2K8	GPRIN1
ENST00000304030	ENSP00000305077	499	Q8NDP4	ZNF439
ENST00000304031	ENSP00000305193	392	Q53T59	HS1BP3
ENST00000304032	ENSP00000307634	857	Q9UPQ3	AGAP1
ENST00000304043	ENSP00000304229	126	P49773	HINT1
ENST00000304046	ENSP00000304858	153	Q8N138	ORMDL3
ENST00000304056	ENSP00000302586	623	Q8IY47	KBTBD2
ENST00000304060	ENSP00000305373	595	Q8IYI8	ZNF440
ENST00000304061	ENSP00000477507	641	Q9H6W3	RIOX1
ENST00000304062	ENSP00000305613	134	O14810	CPLX1
ENST00000304084	ENSP00000302569	247	Q9BXN2	CLEC7A
ENST00000304094	ENSP00000305207	309	Q9P1Q5	OR1A1
ENST00000304101	ENSP00000305824	491	Q9BQ31	KCNS3
ENST00000304129	ENSP00000303042	818	Q8N4X5	AFAP1L2
ENST00000304141	ENSP00000305675	425	O95810	CAVIN2
ENST00000304164	ENSP00000306382	1136	O43795	MYO1B
ENST00000304166	ENSP00000306620	468	P41586	ADCYAP1R1
ENST00000304177	ENSP00000307071	153	Q8WUR7	C15orf40
ENST00000304189	ENSP00000354163	295	Q9BQ89	FAM110A
ENST00000304191	ENSP00000307181	118	Q9BTL3	RAMAC
ENST00000304195	ENSP00000303508	597	A2A2Y4	FRMD3
ENST00000304218	ENSP00000307705	219	P10412	HIST1H1E
ENST00000304222	ENSP00000304501	332	P29275	ADORA2B
ENST00000304231	ENSP00000305632	354	Q9NSB8	HOMER2
ENST00000304236	ENSP00000305648	277	Q8WXH6	RAB40A
ENST00000304244	ENSP00000301917	361	O00155	GPR25
ENST00000304270	ENSP00000304762	159	Q96QH8	SPACA5
ENST00000304271	ENSP00000307264	449	Q96F05	C11orf24
ENST00000304283	ENSP00000304586	656	Q6ZW76	ANKS3
ENST00000304298	ENSP00000302476	182	Q16082	HSPB2
ENST00000304301	ENSP00000306670	211	Q9BRJ7	NUDT16L1
ENST00000304311	ENSP00000305948	517	Q3MIW9	MUCL3
ENST00000304312	ENSP00000306003	69	P56385	ATP5ME
ENST00000304330	ENSP00000306123	1393	Q9BWH6	RPAP1
ENST00000304337	ENSP00000355162	512	Q8IY51	TIGD4
ENST00000304338	ENSP00000305924	873	Q6NUP7	PPP4R4
ENST00000304355	ENSP00000305847	159	Q96QH8	SPACA5
ENST00000304361	ENSP00000302804	265	Q5QGZ9	CLEC12A
ENST00000304363	ENSP00000305899	885	Q4FZB7	KMT5B
ENST00000304372	ENSP00000305702	926	Q17RG1	KCTD19
ENST00000304374	ENSP00000306129	477	P21918	DRD5
ENST00000304381	ENSP00000304710	723	Q7Z402	TMC7
ENST00000304385	ENSP00000302144	183	Q6P9G4	TMEM154
ENST00000304402	ENSP00000302676	433	Q99680	GPR22
ENST00000304411	ENSP00000303149	375	Q9NS67	GPR27
ENST00000304414	ENSP00000306788	203	Q15041	ARL6IP1
ENST00000304430	ENSP00000306070	316	P53370	NUDT6
ENST00000304434	ENSP00000306640	299	Q9NYP7	ELOVL5
ENST00000304449	ENSP00000304803	690	O15226	NKRF
ENST00000304477	ENSP00000305906	341	Q5T230	UTF1
ENST00000304478	ENSP00000306080	420	Q9HC36	MRM3
ENST00000304494	ENSP00000307101	156	P42771	CDKN2A
ENST00000304501	ENSP00000301921	388	Q9BT81	SOX7
ENST00000304502	ENSP00000302105	174	P11844	CRYGA
ENST00000304511	ENSP00000306887	195	Q9H061	TMEM126A
ENST00000304519	ENSP00000307129	294	Q6P047	C8orf74
ENST00000304523	ENSP00000306772	373	O43679	LDB2
ENST00000304526	ENSP00000302724	135	Q9Y5Q6	INSL5
ENST00000304527	ENSP00000302913	790	Q5HYK7	SH3D19
ENST00000304543	ENSP00000304985	805	P17010	ZFX
ENST00000304546	ENSP00000302051	775	O95672	ECEL1
ENST00000304552	ENSP00000304414	342	O00574	CXCR6
ENST00000304567	ENSP00000302955	389	P31350	RRM2
ENST00000304568	ENSP00000303028	229	Q53R12	TM4SF20
ENST00000304611	ENSP00000303511	980	Q13608	PEX6
ENST00000304613	ENSP00000304437	1749	Q76NI1	KNDC1
ENST00000304620	ENSP00000306261	520	Q8N1N4	KRT78
ENST00000304623	ENSP00000307134	1225	Q9UQB3	CTNND2
ENST00000304625	ENSP00000303276	161	P10153	RNASE2
ENST00000304636	ENSP00000304408	1466	P02461	COL3A1
ENST00000304639	ENSP00000302324	160	P12724	RNASE3
ENST00000304646	ENSP00000305424	312	O43749	OR1F1
ENST00000304658	ENSP00000302790	1125	Q96QU8	XPO6
ENST00000304661	ENSP00000304364	318	Q96EU7	C1GALT1C1
ENST00000304672	ENSP00000304447	281	Q6ISU1	PTCRA
ENST00000304677	ENSP00000302046	150	Q93091	RNASE6
ENST00000304698	ENSP00000304108	826	Q6P995	FAM171B
ENST00000304710	ENSP00000307132	142	P28325	CST5
ENST00000304725	ENSP00000307540	141	P09228	CST2
ENST00000304734	ENSP00000346063	255	Q6DKI1	RPL7L1
ENST00000304735	ENSP00000306864	673	Q6EMK4	VASN
ENST00000304743	ENSP00000304192	2341	Q96RV3	PCNX1
ENST00000304748	ENSP00000302707	350	P21462	FPR1
ENST00000304749	ENSP00000305731	141	P01037	CST1
ENST00000304760	ENSP00000307369	495	Q5VZ18	SHE
ENST00000304771	ENSP00000307093	813	Q96JE9	MAP6
ENST00000304786	ENSP00000305230	86	P49458	SRP9
ENST00000304788	ENSP00000302441	248	Q8TBE9	NANP
ENST00000304790	ENSP00000306549	401	Q96LI6	HSFY1
ENST00000304800	ENSP00000305892	173	Q9BTX3	TMEM208
ENST00000304801	ENSP00000305995	417	P07205	PGK2
ENST00000304820	ENSP00000302863	324	Q8NH93	OR1L3
ENST00000304842	ENSP00000302413	370	O60507	TPST1
ENST00000304858	ENSP00000302961	840	P34932	HSPA4
ENST00000304863	ENSP00000306397	274	P47985	UQCRFS1
ENST00000304865	ENSP00000306607	309	Q8NGR8	OR1L8
ENST00000304874	ENSP00000307188	464	P04424	ASL
ENST00000304880	ENSP00000306974	311	Q8NGS0	OR1N1
ENST00000304883	ENSP00000303325	465	P29371	TACR3
ENST00000304887	ENSP00000302021	377	Q8TAX7	MUC7
ENST00000304895	ENSP00000302728	651	P08236	GUSB
ENST00000304905	ENSP00000302077	578	Q8IYM2	SLFN12
ENST00000304915	ENSP00000302400	79	P02814	SMR3B
ENST00000304916	ENSP00000302578	310	Q96KN1	LRATD2
ENST00000304920	ENSP00000302924	202	Q8TAD2	IL17D
ENST00000304936	ENSP00000307726	312	O95371	OR2C1
ENST00000304952	ENSP00000304595	221	Q9HCC6	HES4
ENST00000304954	ENSP00000304822	182	P07498	CSN3
ENST00000304979	ENSP00000306614	177	O43447	PPIH
ENST00000304987	ENSP00000305976	926	Q9H0K1	SIK2
ENST00000304992	ENSP00000304350	2335	Q6P2Q9	PRPF8
ENST00000305031	ENSP00000302629	882	Q70JA7	CHSY3
ENST00000305045	ENSP00000305011	310	Q8NGD5	OR4K14
ENST00000305051	ENSP00000304077	348	Q8NH41	OR4K15
ENST00000305089	ENSP00000303206	166	P48304	REG1B
ENST00000305097	ENSP00000304767	373	P47900	P2RY1
ENST00000305103	ENSP00000304544	224	Q9GZQ3	COMMD5
ENST00000305105	ENSP00000304593	154	O43257	ZNHIT1
ENST00000305107	ENSP00000305221	528	P06133	UGT2B4
ENST00000305108	ENSP00000307552	142	Q9NZG7	NINJ2
ENST00000305123	ENSP00000304895	1242	P35568	IRS1
ENST00000305124	ENSP00000305010	238	P17677	GAP43
ENST00000305135	ENSP00000306983	1422	Q9ULM3	YEATS2
ENST00000305139	ENSP00000303174	532	P19224	UGT1A6
ENST00000305141	ENSP00000305877	426	Q9HB89	NMUR1
ENST00000305159	ENSP00000304846	320	A6NND4	OR2AT4
ENST00000305165	ENSP00000304311	175	Q06141	REG3A
ENST00000305188	ENSP00000306999	601	Q56NI9	ESCO2
ENST00000305202	ENSP00000307449	386	Q7Z6G3	NECAB2
ENST00000305208	ENSP00000304845	533	P22309	UGT1A1
ENST00000305218	ENSP00000305958	543	P31948	STIP1
ENST00000305231	ENSP00000304811	529	P16662	UGT2B7
ENST00000305233	ENSP00000306324	590	Q6NUJ5	PWWP2B
ENST00000305242	ENSP00000306410	1044	Q5T2S8	ARMC4
ENST00000305249	ENSP00000303522	407	P25103	TACR1
ENST00000305264	ENSP00000302967	428	O15379	HDAC3
ENST00000305286	ENSP00000302649	438	Q8N7B9	EFCAB3
ENST00000305344	ENSP00000307766	365	P28566	HTR1E
ENST00000305352	ENSP00000305416	382	P21453	S1PR1
ENST00000305354	ENSP00000305852	202	P48230	TM4SF4
ENST00000305363	ENSP00000307519	423	Q9UL52	TMPRSS11E
ENST00000305364	ENSP00000301924	493	Q9UPQ4	TRIM35
ENST00000305366	ENSP00000304277	202	P30408	TM4SF1
ENST00000305377	ENSP00000307598	335	Q8NGE7	OR9K2
ENST00000305386	ENSP00000307423	447	Q10469	MGAT2
ENST00000305392	ENSP00000301974	342	P25105	PTAFR
ENST00000305409	ENSP00000304133	617	P13521	SCG2
ENST00000305428	ENSP00000307461	916	Q9UPX6	MINAR1
ENST00000305444	ENSP00000302867	312	Q8NG95	OR7G3
ENST00000305447	ENSP00000306138	1212	P41594	GRM5
ENST00000305454	ENSP00000302260	207	Q8TAG6	VXN
ENST00000305476	ENSP00000306844	833	Q9C0C4	SEMA4C
ENST00000305479	ENSP00000302938	93	Q8IUB5	WFDC13
ENST00000305494	ENSP00000306344	458	Q86UB9	TMEM135
ENST00000305510	ENSP00000305449	707	Q8NE01	CNNM3
ENST00000305513	ENSP00000304360	804	Q8IYR2	SMYD4
ENST00000305533	ENSP00000303908	349	Q6IBS0	TWF2
ENST00000305536	ENSP00000339090	322	Q9Y388	RBMX2
ENST00000305544	ENSP00000307156	1798	P55268	LAMB2
ENST00000305560	ENSP00000305494	753	Q9BVQ7	SPATA5L1
ENST00000305596	ENSP00000304903	341	O95400	CD2BP2
ENST00000305620	ENSP00000307240	529	Q7RTS7	KRT74
ENST00000305625	ENSP00000304198	194	Q8WWY6	MBD3L1
ENST00000305626	ENSP00000306496	229	Q9H082	RAB33B
ENST00000305631	ENSP00000307126	323	Q6QHC5	DEGS2
ENST00000305632	ENSP00000307260	447	Q9Y4P3	TBL2
ENST00000305641	ENSP00000307214	686	O60294	LCMT2
ENST00000305738	ENSP00000307164	126	Q8WXA2	PATE1
ENST00000305747	ENSP00000306579	384	Q6ZMG9	CERS6
ENST00000305748	ENSP00000307014	540	Q86Y46	KRT73
ENST00000305768	ENSP00000306105	783	Q96ST8	CEP89
ENST00000305783	ENSP00000304670	435	Q5M7Z0	RNFT1
ENST00000305784	ENSP00000304802	212	P23919	DTYMK
ENST00000305786	ENSP00000307786	105	P99999	CYCS
ENST00000305798	ENSP00000307701	268	P62079	TSPAN5
ENST00000305815	ENSP00000306627	1177	Q4G0N8	SLC9C1
ENST00000305817	ENSP00000306900	176	Q9UKY0	PRND
ENST00000305850	ENSP00000305608	339	Q96H22	CENPN
ENST00000305866	ENSP00000307666	964	Q96JG6	VPS50
ENST00000305869	ENSP00000302234	97	P51671	CCL11
ENST00000305877	ENSP00000303507	1271	P11274	BCR
ENST00000305879	ENSP00000304185	167	Q8WW33	GTSF1
ENST00000305883	ENSP00000307023	512	O14901	KLF11
ENST00000305885	ENSP00000305480	380	P39748	FEN1
ENST00000305892	ENSP00000307130	316	O60404	OR10H3
ENST00000305899	ENSP00000306095	315	O60403	OR10H2
ENST00000305901	ENSP00000302630	465	Q9UBC0	ONECUT1
ENST00000305904	ENSP00000302936	96	Q8TF09	DYNLRB2
ENST00000305921	ENSP00000306682	605	O15297	PPM1D
ENST00000305949	ENSP00000303398	904	Q96DY7	MTBP
ENST00000305958	ENSP00000307252	555	Q9NWM0	SMOX
ENST00000305963	ENSP00000306220	131	Q8N4V1	MMGT1
ENST00000305978	ENSP00000301995	179	P57086	SCAND1
ENST00000305988	ENSP00000305372	413	P07550	ADRB2
ENST00000305991	ENSP00000304707	31	O00631	SLN
ENST00000305997	ENSP00000302177	520	Q6ZWT7	MBOAT2
ENST00000306006	ENSP00000307774	458	Q16600	ZNF239
ENST00000306011	ENSP00000302216	354	Q92858	ATOH1
ENST00000306014	ENSP00000304072	881	Q8TDD1	DDX54
ENST00000306024	ENSP00000302160	102	P62310	LSM3
ENST00000306051	ENSP00000303424	359	Q13258	PTGDR
ENST00000306052	ENSP00000303634	963	Q14114	LRP8
ENST00000306061	ENSP00000307706	61	P04732	MT1E
ENST00000306065	ENSP00000304292	1050	Q96NW4	ANKRD27
ENST00000306071	ENSP00000304290	501	P11230	CHRNB1
ENST00000306072	ENSP00000306565	181	Q96AZ6	ISG20
ENST00000306077	ENSP00000303992	400	Q9BTV4	TMEM43
ENST00000306078	ENSP00000304127	436	Q8TAE7	KCNG3
ENST00000306084	ENSP00000304908	553	Q86VQ3	TXNDC2
ENST00000306085	ENSP00000305161	755	Q9BRZ2	TRIM56
ENST00000306087	ENSP00000305343	240	O95416	SOX14
ENST00000306100	ENSP00000305334	847	Q8N475	FSTL5
ENST00000306103	ENSP00000302562	488	Q96EW2	HSPBAP1
ENST00000306107	ENSP00000305988	583	Q13740	ALCAM
ENST00000306108	ENSP00000302801	477	Q9BVS5	TRMT61B
ENST00000306117	ENSP00000307694	526	Q96KK3	KCNS1
ENST00000306125	ENSP00000307567	775	P47897	QARS
ENST00000306149	ENSP00000302485	153	Q9Y534	CSDC2
ENST00000306151	ENSP00000302716	4493	Q685J3	MUC17
ENST00000306156	ENSP00000306124	737	Q02156	PRKCE
ENST00000306185	ENSP00000306548	178	Q9BYD1	MRPL13
ENST00000306193	ENSP00000303525	237	Q8N4T8	CBR4
ENST00000306200	ENSP00000305810	335	Q9P2W9	STX18
ENST00000306238	ENSP00000303070	90	O95968	SCGB1D1
ENST00000306243	ENSP00000307297	376	Q8NCH0	CHST14
ENST00000306268	ENSP00000304286	378	Q12951	FOXI1
ENST00000306270	ENSP00000305721	1353	Q9P2D0	IBTK
ENST00000306271	ENSP00000305975	177	Q07627	KRTAP1-1
ENST00000306279	ENSP00000304676	321	Q96SQ7	ATOH8
ENST00000306306	ENSP00000303482	257	Q9H6H4	REEP4
ENST00000306312	ENSP00000304783	744	P58743	SLC26A5
ENST00000306315	ENSP00000307746	1512	Q9ULD9	ZNF608
ENST00000306317	ENSP00000302297	548	Q8N145	LGI3
ENST00000306318	ENSP00000302251	348	P52951	GBX2
ENST00000306320	ENSP00000304642	497	Q9H6L5	RETREG1
ENST00000306324	ENSP00000302548	255	P09016	HOXD4
ENST00000306336	ENSP00000304410	166	Q2NKX9	C2orf68
ENST00000306357	ENSP00000305255	236	Q9UNK0	STX8
ENST00000306368	ENSP00000306906	153	Q9P0P0	RNF181
ENST00000306376	ENSP00000306894	510	P41161	ETV5
ENST00000306384	ENSP00000305647	116	O95183	VAMP5
ENST00000306385	ENSP00000305714	986	P13497	BMP1
ENST00000306390	ENSP00000302621	347	P02750	LRG1
ENST00000306406	ENSP00000303148	190	Q8WXS4	TMEM37
ENST00000306422	ENSP00000302814	325	Q5XKR4	OTP
ENST00000306433	ENSP00000303088	398	P05423	POLR3D
ENST00000306434	ENSP00000303147	395	P31153	MAT2A
ENST00000306442	ENSP00000303057	212	P45877	PPIC
ENST00000306448	ENSP00000304891	226	Q96A05	ATP6V1E2
ENST00000306467	ENSP00000303058	986	Q8N960	CEP120
ENST00000306480	ENSP00000305069	271	Q8IY95	TMEM192
ENST00000306482	ENSP00000302150	227	P01236	PRL
ENST00000306494	ENSP00000307443	547	Q6T423	SLC22A25
ENST00000306503	ENSP00000305133	536	O75159	SOCS5
ENST00000306507	ENSP00000302756	408	Q9NU39	FOXD4L1
ENST00000306511	ENSP00000305005	426	Q9UQ74	PSG8
ENST00000306534	ENSP00000304945	1007	Q8WZ75	ROBO4
ENST00000306549	ENSP00000307234	818	Q9Y5F3	PCDHB1
ENST00000306560	ENSP00000304440	553	O00219	HAS3
ENST00000306562	ENSP00000421915	452	Q499Z4	ZNF672
ENST00000306585	ENSP00000305687	524	P0CG12	DERPC
ENST00000306593	ENSP00000306918	938	Q9Y5F7	PCDHGC4
ENST00000306601	ENSP00000305483	519	Q9BU19	ZNF692
ENST00000306602	ENSP00000305651	98	P02778	CXCL10
ENST00000306621	ENSP00000306884	94	O14625	CXCL11
ENST00000306627	ENSP00000303709	193	P51965	UBE2E1
ENST00000306645	ENSP00000307765	187	Q9BQA9	CYBC1
ENST00000306658	ENSP00000305263	464	Q7Z3Y7	KRT28
ENST00000306666	ENSP00000302313	390	P43115	PTGER3
ENST00000306675	ENSP00000306662	520	P35368	ADRA1B
ENST00000306687	ENSP00000306688	311	Q96R27	OR2M4
ENST00000306688	ENSP00000306760	670	Q96CN5	LRRC45
ENST00000306708	ENSP00000306524	796	Q6NSJ5	LRRC8E
ENST00000306730	ENSP00000306822	362	Q9NQS1	AVEN
ENST00000306735	ENSP00000305696	343	Q8N0V3	RBFA
ENST00000306739	ENSP00000302176	553	Q9BZE9	ASPSCR1
ENST00000306749	ENSP00000304592	2511	P49327	FASN
ENST00000306773	ENSP00000307549	432	Q15818	NPTX1
ENST00000306796	ENSP00000303515	473	Q6P1R4	DUS1L
ENST00000306801	ENSP00000307272	1335	Q8N122	RPTOR
ENST00000306823	ENSP00000302873	491	Q13098	GPS1
ENST00000306842	ENSP00000307159	310	Q8NGG6	OR8B12
ENST00000306846	ENSP00000302768	479	Q9H074	PAIP1
ENST00000306851	ENSP00000306459	382	Q9UBX8	B4GALT6
ENST00000306858	ENSP00000304078	1011	Q5T0W9	FAM83B
ENST00000306869	ENSP00000303356	244	Q7Z4W1	DCXR
ENST00000306897	ENSP00000304283	192	P60763	RAC3
ENST00000306901	ENSP00000303727	502	P36544	CHRNA7
ENST00000306904	ENSP00000304139	392	O75526	RBMXL2
ENST00000306908	ENSP00000303696	555	Q68EA5	ZNF57
ENST00000306910	ENSP00000306756	421	Q8IVC4	ZNF584
ENST00000306917	ENSP00000307298	627	Q9UK73	FEM1B
ENST00000306928	ENSP00000303686	410	O95665	NTSR2
ENST00000306954	ENSP00000306320	100	Q9BXV9	GON7
ENST00000306960	ENSP00000306490	460	P11229	CHRM1
ENST00000306984	ENSP00000304553	179	Q8TAP9	MPLKIP
ENST00000306999	ENSP00000303570	441	Q8IV38	ANKMY2
ENST00000307002	ENSP00000477445	332	Q8NH81	OR10G6
ENST00000307003	ENSP00000304071	177	Q8WU49	C7orf33
ENST00000307017	ENSP00000303434	1042	Q8NB14	USP38
ENST00000307033	ENSP00000305970	318	Q8NGN0	OR4D5
ENST00000307046	ENSP00000302665	195	P05019	IGF1
ENST00000307050	ENSP00000305926	926	Q8TE49	OTUD7A
ENST00000307063	ENSP00000305151	755	Q96N64	PWWP2A
ENST00000307068	ENSP00000304930	206	Q6X4U4	SOSTDC1
ENST00000307076	ENSP00000302468	520	Q9H857	NT5DC2
ENST00000307098	ENSP00000306461	89	P22528	SPRR1B
ENST00000307102	ENSP00000302486	393	Q02750	MAP2K1
ENST00000307116	ENSP00000307318	534	P13674	P4HA1
ENST00000307126	ENSP00000303997	602	Q9BX10	GTPBP2
ENST00000307128	ENSP00000306997	264	Q9NPC6	MYOZ2
ENST00000307139	ENSP00000303092	275	Q9UF02	CACNG5
ENST00000307144	ENSP00000302393	381	Q9BYZ2	LDHAL6B
ENST00000307145	ENSP00000302456	288	Q9Y2Y9	KLF13
ENST00000307149	ENSP00000305442	770	P83436	COG7
ENST00000307161	ENSP00000302811	350	P48039	MTNR1A
ENST00000307169	ENSP00000306523	566	Q96T92	INSM2
ENST00000307179	ENSP00000302239	1118	P40818	USP8
ENST00000307194	ENSP00000302833	306	Q8WWP7	GIMAP1
ENST00000307198	ENSP00000305742	291	Q8WZ04	LRTOMT
ENST00000307201	ENSP00000302657	468	Q6UXT9	ABHD15
ENST00000307221	ENSP00000307197	309	Q7Z6W7	DNAJB7
ENST00000307227	ENSP00000307432	432	Q96I99	SUCLG2
ENST00000307259	ENSP00000302229	284	O14494	PLPP1
ENST00000307271	ENSP00000305107	665	Q8ND71	GIMAP8
ENST00000307275	ENSP00000302276	286	Q96MH2	HEXIM2
ENST00000307296	ENSP00000307387	868	Q8WUM4	PDCD6IP
ENST00000307322	ENSP00000303862	303	Q9H208	OR10A2
ENST00000307333	ENSP00000306185	489	P58335	ANTXR2
ENST00000307340	ENSP00000305941	5202	O75445	USH2A
ENST00000307358	ENSP00000303766	453	P83110	HTRA3
ENST00000307360	ENSP00000304234	948	Q9Y5I2	PCDHA10
ENST00000307365	ENSP00000307305	232	Q9NX09	DDIT4
ENST00000307366	ENSP00000303987	202	A0PJW6	TMEM223
ENST00000307378	ENSP00000305974	670	P46721	SLCO1A2
ENST00000307388	ENSP00000303469	316	Q9H2C5	OR52A5
ENST00000307393	ENSP00000303599	401	Q96LI6	HSFY1
ENST00000307395	ENSP00000303942	177	P14770	GP9
ENST00000307401	ENSP00000307447	316	Q9H205	OR2AG1
ENST00000307407	ENSP00000306512	99	P10145	CXCL8
ENST00000307422	ENSP00000306902	311	Q9BYD3	MRPL4
ENST00000307428	ENSP00000370224	310	Q6UWI2	PARM1
ENST00000307435	ENSP00000307798	464	Q86YD7	FAM90A1
ENST00000307450	ENSP00000307636	146	Q8NDC4	MORN4
ENST00000307471	ENSP00000304355	140	Q96EE4	CCDC126
ENST00000307493	ENSP00000301956	577	Q08AH1	ACSM1
ENST00000307503	ENSP00000302620	392	P21549	AGXT
ENST00000307518	ENSP00000306163	360	Q9GZV1	ANKRD2
ENST00000307522	ENSP00000303158	538	Q9H0W5	CCDC8
ENST00000307526	ENSP00000307741	173	Q8IZV2	CMTM8
ENST00000307533	ENSP00000495193	119	B2RBV5	
ENST00000307534	ENSP00000302108	598	Q8TE04	PANK1
ENST00000307546	ENSP00000304604	1481	Q5TCQ9	MAGI3
ENST00000307552	ENSP00000302199	309	Q8NGI7	OR10V1
ENST00000307564	ENSP00000303769	1439	Q7Z591	AKNA
ENST00000307584	ENSP00000418668	364	Q5BKX8	CAVIN4
ENST00000307588	ENSP00000306776	833	Q8TBZ0	CCDC110
ENST00000307599	ENSP00000303077	421	Q8NHS2	GOT1L1
ENST00000307602	ENSP00000305699	718	Q86VS8	HOOK3
ENST00000307624	ENSP00000303246	555	Q8WYK0	ACOT12
ENST00000307630	ENSP00000306330	247	P61981	YWHAG
ENST00000307632	ENSP00000302422	314	Q8NGK4	OR52K1
ENST00000307635	ENSP00000302603	456	Q9HAH1	ZNF556
ENST00000307637	ENSP00000302079	482	Q16581	C3AR1
ENST00000307641	ENSP00000303580	191	Q9NYR9	NKIRAS2
